nodeid,service,serviceCount,status,time
6,,17,Current Resource,0.420000000
7,,15,Current Resource,0.420000000
8,,0,Current Resource,0.420000000
6,/prefix/seq=16,16,Data Processing,0.430816000
6,0.333760,16,Computation time,0.430816000
7,/prefix/seq=6,16,Data Correction,0.430929187
6,,16,Current Resource,0.440000000
7,,16,Current Resource,0.440000000
8,,0,Current Resource,0.440000000
6,/prefix/seq=17,15,Data Processing,0.455816000
6,0.375760,15,Computation time,0.455816000
6,,15,Current Resource,0.460000000
7,,16,Current Resource,0.460000000
8,,0,Current Resource,0.460000000
6,,15,Current Resource,0.480000000
7,,16,Current Resource,0.480000000
8,,0,Current Resource,0.480000000
7,/prefix/seq=18,15,Data Processing,0.480816000
7,0.375714,15,Computation time,0.480816000
6,,15,Current Resource,0.500000000
7,,15,Current Resource,0.500000000
8,,0,Current Resource,0.500000000
6,/prefix/seq=19,14,Data Processing,0.505816000
6,0.417205,14,Computation time,0.505816000
6,,14,Current Resource,0.520000000
7,,15,Current Resource,0.520000000
8,,0,Current Resource,0.520000000
6,/prefix/seq=8,15,Data Correction,0.523270200
7,/prefix/seq=20,14,Data Processing,0.530816000
7,0.417080,14,Computation time,0.530816000
6,,15,Current Resource,0.540000000
7,,14,Current Resource,0.540000000
8,,0,Current Resource,0.540000000
6,/prefix/seq=21,14,Data Processing,0.555816000
6,0.417070,14,Computation time,0.555816000
7,/prefix/seq=11,15,Data Correction,0.556241940
6,,14,Current Resource,0.560000000
7,,15,Current Resource,0.560000000
8,,0,Current Resource,0.560000000
6,/prefix/seq=10,15,Data Correction,0.573080784
6,,15,Current Resource,0.580000000
7,,15,Current Resource,0.580000000
8,,0,Current Resource,0.580000000
8,/prefix/seq=22,0,OVERLOADED,0.580816000
6,,15,Current Resource,0.600000000
7,,15,Current Resource,0.600000000
8,,0,Current Resource,0.600000000
6,/prefix/seq=23,14,Data Processing,0.605816000
6,0.416873,14,Computation time,0.605816000
8,/prefix/seq=1,1,Data Correction,0.611739619
6,,14,Current Resource,0.620000000
7,,15,Current Resource,0.620000000
8,,1,Current Resource,0.620000000
7,/prefix/seq=12,16,Data Correction,0.622851173
7,/prefix/seq=24,15,Data Processing,0.630816000
7,0.375828,15,Computation time,0.630816000
6,,14,Current Resource,0.640000000
7,,15,Current Resource,0.640000000
8,,1,Current Resource,0.640000000
7,/prefix/seq=25,14,Data Processing,0.655816000
7,0.417170,14,Computation time,0.655816000
6,,14,Current Resource,0.660000000
7,,14,Current Resource,0.660000000
8,,1,Current Resource,0.660000000
6,,14,Current Resource,0.680000000
7,,14,Current Resource,0.680000000
8,,1,Current Resource,0.680000000
7,/prefix/seq=26,13,Data Processing,0.680816000
7,0.458648,13,Computation time,0.680816000
7,/prefix/seq=13,14,Data Correction,0.689276813
6,,14,Current Resource,0.700000000
7,,14,Current Resource,0.700000000
8,,1,Current Resource,0.700000000
6,/prefix/seq=27,13,Data Processing,0.705816000
6,0.458678,13,Computation time,0.705816000
6,/prefix/seq=14,14,Data Correction,0.714624509
6,,14,Current Resource,0.720000000
7,,14,Current Resource,0.720000000
8,,1,Current Resource,0.720000000
7,/prefix/seq=28,13,Data Processing,0.730816000
7,0.458905,13,Computation time,0.730816000
6,,14,Current Resource,0.740000000
7,,13,Current Resource,0.740000000
8,,1,Current Resource,0.740000000
6,/prefix/seq=29,13,Data Processing,0.755816000
6,0.458946,13,Computation time,0.755816000
6,,13,Current Resource,0.760000000
7,,13,Current Resource,0.760000000
8,,1,Current Resource,0.760000000
6,/prefix/seq=16,14,Data Correction,0.764575576
8,/prefix/seq=3,2,Data Correction,0.772743403
6,,14,Current Resource,0.780000000
7,,13,Current Resource,0.780000000
8,,2,Current Resource,0.780000000
6,/prefix/seq=30,13,Data Processing,0.780816000
6,0.458795,13,Computation time,0.780816000
7,/prefix/seq=15,14,Data Correction,0.781624001
6,,13,Current Resource,0.800000000
7,,14,Current Resource,0.800000000
8,,2,Current Resource,0.800000000
6,/prefix/seq=31,12,Data Processing,0.805816000
6,0.500165,12,Computation time,0.805816000
6,,12,Current Resource,0.820000000
7,,14,Current Resource,0.820000000
8,,2,Current Resource,0.820000000
7,/prefix/seq=32,13,Data Processing,0.830816000
7,0.458483,13,Computation time,0.830816000
6,/prefix/seq=17,13,Data Correction,0.831575521
6,,13,Current Resource,0.840000000
7,,13,Current Resource,0.840000000
8,,2,Current Resource,0.840000000
6,/prefix/seq=33,12,Data Processing,0.855816000
6,0.500730,12,Computation time,0.855816000
7,/prefix/seq=18,14,Data Correction,0.856529520
6,,12,Current Resource,0.860000000
7,,14,Current Resource,0.860000000
8,,2,Current Resource,0.860000000
6,,12,Current Resource,0.880000000
7,,14,Current Resource,0.880000000
8,,2,Current Resource,0.880000000
6,/prefix/seq=34,11,Data Processing,0.880816000
6,0.542016,11,Computation time,0.880816000
6,,11,Current Resource,0.900000000
7,,14,Current Resource,0.900000000
8,,2,Current Resource,0.900000000
7,/prefix/seq=35,13,Data Processing,0.905816000
7,0.458644,13,Computation time,0.905816000
6,,11,Current Resource,0.920000000
7,,13,Current Resource,0.920000000
8,,2,Current Resource,0.920000000
6,/prefix/seq=19,12,Data Correction,0.923020597
7,/prefix/seq=36,12,Data Processing,0.930816000
7,0.500651,12,Computation time,0.930816000
8,/prefix/seq=5,3,Data Correction,0.933693822
6,,12,Current Resource,0.940000000
7,,12,Current Resource,0.940000000
8,,3,Current Resource,0.940000000
7,/prefix/seq=20,13,Data Correction,0.947895551
6,/prefix/seq=37,11,Data Processing,0.955816000
6,0.542016,11,Computation time,0.955816000
6,,11,Current Resource,0.960000000
7,,13,Current Resource,0.960000000
8,,3,Current Resource,0.960000000
6,/prefix/seq=21,12,Data Correction,0.972886111
6,,12,Current Resource,0.980000000
7,,13,Current Resource,0.980000000
8,,3,Current Resource,0.980000000
7,/prefix/seq=38,12,Data Processing,0.980816000
7,0.500324,12,Computation time,0.980816000
6,,12,Current Resource,1.000000000
7,,12,Current Resource,1.000000000
8,,3,Current Resource,1.000000000
6,/prefix/seq=39,11,Data Processing,1.005816000
6,0.541785,11,Computation time,1.005816000
7,/prefix/seq=24,13,Data Correction,1.006644381
6,,11,Current Resource,1.020000000
7,,13,Current Resource,1.020000000
8,,3,Current Resource,1.020000000
6,/prefix/seq=23,12,Data Correction,1.022689196
7,/prefix/seq=40,12,Data Processing,1.030816000
7,0.500237,12,Computation time,1.030816000
6,,12,Current Resource,1.040000000
7,,12,Current Resource,1.040000000
8,,3,Current Resource,1.040000000
7,/prefix/seq=41,11,Data Processing,1.055816000
7,0.542053,11,Computation time,1.055816000
6,,12,Current Resource,1.060000000
7,,11,Current Resource,1.060000000
8,,3,Current Resource,1.060000000
7,/prefix/seq=25,12,Data Correction,1.072985926
6,,12,Current Resource,1.080000000
7,,12,Current Resource,1.080000000
8,,3,Current Resource,1.080000000
6,/prefix/seq=42,11,Data Processing,1.080816000
6,0.542283,11,Computation time,1.080816000
8,/prefix/seq=7,4,Data Correction,1.095072166
6,,11,Current Resource,1.100000000
7,,12,Current Resource,1.100000000
8,,4,Current Resource,1.100000000
7,/prefix/seq=43,11,Data Processing,1.105816000
7,0.542229,11,Computation time,1.105816000
6,,11,Current Resource,1.120000000
7,,11,Current Resource,1.120000000
8,,4,Current Resource,1.120000000
6,/prefix/seq=44,10,Data Processing,1.130816000
6,0.583988,10,Computation time,1.130816000
7,/prefix/seq=26,12,Data Correction,1.139464122
6,,10,Current Resource,1.140000000
7,,12,Current Resource,1.140000000
8,,4,Current Resource,1.140000000
7,/prefix/seq=45,11,Data Processing,1.155816000
7,0.542311,11,Computation time,1.155816000
6,,10,Current Resource,1.160000000
7,,11,Current Resource,1.160000000
8,,4,Current Resource,1.160000000
6,/prefix/seq=27,11,Data Correction,1.164494172
6,,11,Current Resource,1.180000000
7,,11,Current Resource,1.180000000
8,,4,Current Resource,1.180000000
7,/prefix/seq=46,10,Data Processing,1.180816000
7,0.583471,10,Computation time,1.180816000
7,/prefix/seq=28,11,Data Correction,1.189721070
6,,11,Current Resource,1.200000000
7,,11,Current Resource,1.200000000
8,,4,Current Resource,1.200000000
6,/prefix/seq=47,10,Data Processing,1.205816000
6,0.583896,10,Computation time,1.205816000
6,/prefix/seq=29,11,Data Correction,1.214762042
6,,11,Current Resource,1.220000000
7,,11,Current Resource,1.220000000
8,,4,Current Resource,1.220000000
7,/prefix/seq=48,10,Data Processing,1.230816000
7,0.583504,10,Computation time,1.230816000
6,/prefix/seq=30,12,Data Correction,1.239611331
6,,12,Current Resource,1.240000000
7,,10,Current Resource,1.240000000
8,,4,Current Resource,1.240000000
6,/prefix/seq=49,11,Data Processing,1.255816000
6,0.542464,11,Computation time,1.255816000
8,/prefix/seq=9,5,Data Correction,1.255978599
6,,11,Current Resource,1.260000000
7,,10,Current Resource,1.260000000
8,,5,Current Resource,1.260000000
6,,11,Current Resource,1.280000000
7,,10,Current Resource,1.280000000
8,,5,Current Resource,1.280000000
6,/prefix/seq=50,10,Data Processing,1.280816000
6,0.583710,10,Computation time,1.280816000
7,/prefix/seq=32,11,Data Correction,1.289299206
6,,10,Current Resource,1.300000000
7,,11,Current Resource,1.300000000
8,,5,Current Resource,1.300000000
6,/prefix/seq=51,9,Data Processing,1.305816000
6,0.625608,9,Computation time,1.305816000
6,/prefix/seq=31,10,Data Correction,1.305981321
6,,10,Current Resource,1.320000000
7,,11,Current Resource,1.320000000
8,,5,Current Resource,1.320000000
7,/prefix/seq=52,10,Data Processing,1.330816000
7,0.583644,10,Computation time,1.330816000
6,,10,Current Resource,1.340000000
7,,10,Current Resource,1.340000000
8,,5,Current Resource,1.340000000
6,/prefix/seq=53,9,Data Processing,1.355816000
6,0.625680,9,Computation time,1.355816000
6,/prefix/seq=33,10,Data Correction,1.356546061
6,,10,Current Resource,1.360000000
7,,10,Current Resource,1.360000000
8,,5,Current Resource,1.360000000
7,/prefix/seq=35,11,Data Correction,1.364459942
6,,10,Current Resource,1.380000000
7,,11,Current Resource,1.380000000
8,,5,Current Resource,1.380000000
7,/prefix/seq=54,10,Data Processing,1.380816000
7,0.584048,10,Computation time,1.380816000
6,,10,Current Resource,1.400000000
7,,10,Current Resource,1.400000000
8,,5,Current Resource,1.400000000
7,/prefix/seq=55,9,Data Processing,1.405816000
7,0.625239,9,Computation time,1.405816000
6,,10,Current Resource,1.420000000
7,,9,Current Resource,1.420000000
8,,5,Current Resource,1.420000000
6,/prefix/seq=34,11,Data Correction,1.422831857
6,/prefix/seq=56,10,Data Processing,1.430816000
6,0.583616,10,Computation time,1.430816000
7,/prefix/seq=36,10,Data Correction,1.431467142
6,,10,Current Resource,1.440000000
7,,10,Current Resource,1.440000000
8,,5,Current Resource,1.440000000
6,/prefix/seq=57,9,Data Processing,1.455816000
6,0.625130,9,Computation time,1.455816000
6,,9,Current Resource,1.460000000
7,,10,Current Resource,1.460000000
8,,5,Current Resource,1.460000000
6,,9,Current Resource,1.480000000
7,,10,Current Resource,1.480000000
8,,5,Current Resource,1.480000000
6,/prefix/seq=58,8,Data Processing,1.480816000
6,0.667150,8,Computation time,1.480816000
7,/prefix/seq=38,11,Data Correction,1.481139797
6,/prefix/seq=37,9,Data Correction,1.497831901
6,,9,Current Resource,1.500000000
7,,11,Current Resource,1.500000000
8,,5,Current Resource,1.500000000
7,/prefix/seq=59,10,Data Processing,1.505816000
7,0.584088,10,Computation time,1.505816000
6,,9,Current Resource,1.520000000
7,,10,Current Resource,1.520000000
8,,5,Current Resource,1.520000000
7,/prefix/seq=60,9,Data Processing,1.530816000
7,0.625642,9,Computation time,1.530816000
7,/prefix/seq=40,10,Data Correction,1.531052768
6,,9,Current Resource,1.540000000
7,,10,Current Resource,1.540000000
8,,5,Current Resource,1.540000000
6,/prefix/seq=39,10,Data Correction,1.547601086
7,/prefix/seq=61,9,Data Processing,1.555816000
7,0.625846,9,Computation time,1.555816000
6,,10,Current Resource,1.560000000
7,,9,Current Resource,1.560000000
8,,5,Current Resource,1.560000000
6,,10,Current Resource,1.580000000
7,,9,Current Resource,1.580000000
8,,5,Current Resource,1.580000000
6,/prefix/seq=62,9,Data Processing,1.580816000
6,0.625820,9,Computation time,1.580816000
7,/prefix/seq=41,10,Data Correction,1.597869062
6,,9,Current Resource,1.600000000
7,,10,Current Resource,1.600000000
8,,5,Current Resource,1.600000000
7,/prefix/seq=63,9,Data Processing,1.605816000
7,0.625692,9,Computation time,1.605816000
6,,9,Current Resource,1.620000000
7,,9,Current Resource,1.620000000
8,,5,Current Resource,1.620000000
6,/prefix/seq=42,10,Data Correction,1.623099203
7,/prefix/seq=64,8,Data Processing,1.630816000
7,0.667342,8,Computation time,1.630816000
6,,10,Current Resource,1.640000000
7,,8,Current Resource,1.640000000
8,,5,Current Resource,1.640000000
7,/prefix/seq=43,9,Data Correction,1.648045374
6,/prefix/seq=65,9,Data Processing,1.655816000
6,0.625269,9,Computation time,1.655816000
6,,9,Current Resource,1.660000000
7,,9,Current Resource,1.660000000
8,,5,Current Resource,1.660000000
6,,9,Current Resource,1.680000000
7,,9,Current Resource,1.680000000
8,,5,Current Resource,1.680000000
6,/prefix/seq=66,8,Data Processing,1.680816000
6,0.666769,8,Computation time,1.680816000
7,/prefix/seq=45,10,Data Correction,1.698126682
6,,8,Current Resource,1.700000000
7,,10,Current Resource,1.700000000
8,,5,Current Resource,1.700000000
7,/prefix/seq=67,9,Data Processing,1.705816000
7,0.625427,9,Computation time,1.705816000
6,/prefix/seq=44,9,Data Correction,1.714804235
6,,9,Current Resource,1.720000000
7,,9,Current Resource,1.720000000
8,,5,Current Resource,1.720000000
7,/prefix/seq=68,8,Data Processing,1.730816000
7,0.667185,8,Computation time,1.730816000
6,,9,Current Resource,1.740000000
7,,8,Current Resource,1.740000000
8,,5,Current Resource,1.740000000
6,/prefix/seq=69,8,Data Processing,1.755816000
6,0.666993,8,Computation time,1.755816000
6,,8,Current Resource,1.760000000
7,,8,Current Resource,1.760000000
8,,5,Current Resource,1.760000000
7,/prefix/seq=46,9,Data Correction,1.764287217
6,,8,Current Resource,1.780000000
7,,9,Current Resource,1.780000000
8,,5,Current Resource,1.780000000
7,/prefix/seq=70,8,Data Processing,1.780816000
7,0.667112,8,Computation time,1.780816000
6,/prefix/seq=47,9,Data Correction,1.789712235
6,/prefix/seq=49,10,Data Correction,1.798280072
6,,10,Current Resource,1.800000000
7,,8,Current Resource,1.800000000
8,,5,Current Resource,1.800000000
7,/prefix/seq=71,7,Data Processing,1.805816000
7,0.708989,7,Computation time,1.805816000
7,/prefix/seq=48,8,Data Correction,1.814319591
6,,10,Current Resource,1.820000000
7,,8,Current Resource,1.820000000
8,,5,Current Resource,1.820000000
6,/prefix/seq=72,9,Data Processing,1.830816000
6,0.625613,9,Computation time,1.830816000
6,,9,Current Resource,1.840000000
7,,8,Current Resource,1.840000000
8,,5,Current Resource,1.840000000
6,/prefix/seq=73,8,Data Processing,1.855816000
6,0.666828,8,Computation time,1.855816000
6,,8,Current Resource,1.860000000
7,,8,Current Resource,1.860000000
8,,5,Current Resource,1.860000000
6,/prefix/seq=50,9,Data Correction,1.864525755
6,,9,Current Resource,1.880000000
7,,8,Current Resource,1.880000000
8,,5,Current Resource,1.880000000
6,/prefix/seq=74,8,Data Processing,1.880816000
6,0.666985,8,Computation time,1.880816000
6,,8,Current Resource,1.900000000
7,,8,Current Resource,1.900000000
8,,5,Current Resource,1.900000000
6,/prefix/seq=75,7,Data Processing,1.905816000
6,0.708701,7,Computation time,1.905816000
7,/prefix/seq=52,9,Data Correction,1.914459623
6,,7,Current Resource,1.920000000
7,,9,Current Resource,1.920000000
8,,5,Current Resource,1.920000000
6,/prefix/seq=76,6,Data Processing,1.930816000
6,0.750706,6,Computation time,1.930816000
6,/prefix/seq=51,7,Data Correction,1.931424188
6,,7,Current Resource,1.940000000
7,,9,Current Resource,1.940000000
8,,5,Current Resource,1.940000000
7,/prefix/seq=77,8,Data Processing,1.955816000
7,0.667023,8,Computation time,1.955816000
6,,7,Current Resource,1.960000000
7,,8,Current Resource,1.960000000
8,,5,Current Resource,1.960000000
7,/prefix/seq=54,9,Data Correction,1.964864051
6,,7,Current Resource,1.980000000
7,,9,Current Resource,1.980000000
8,,5,Current Resource,1.980000000
7,/prefix/seq=78,8,Data Processing,1.980816000
7,0.667497,8,Computation time,1.980816000
6,/prefix/seq=53,8,Data Correction,1.981495866
6,,8,Current Resource,2.000000000
7,,8,Current Resource,2.000000000
8,,5,Current Resource,2.000000000
7,/prefix/seq=79,7,Data Processing,2.005816000
7,0.709109,7,Computation time,2.005816000
6,/prefix/seq=56,9,Data Correction,2.014432458
6,,9,Current Resource,2.020000000
7,,7,Current Resource,2.020000000
8,,5,Current Resource,2.020000000
6,/prefix/seq=80,8,Data Processing,2.030816000
6,0.666920,8,Computation time,2.030816000
7,/prefix/seq=55,8,Data Correction,2.031054670
6,,8,Current Resource,2.040000000
7,,8,Current Resource,2.040000000
8,,5,Current Resource,2.040000000
6,/prefix/seq=81,7,Data Processing,2.055816000
6,0.708640,7,Computation time,2.055816000
6,,7,Current Resource,2.060000000
7,,8,Current Resource,2.060000000
8,,5,Current Resource,2.060000000
6,,7,Current Resource,2.080000000
7,,8,Current Resource,2.080000000
8,,5,Current Resource,2.080000000
6,/prefix/seq=82,6,Data Processing,2.080816000
6,0.750484,6,Computation time,2.080816000
6,/prefix/seq=57,7,Data Correction,2.080945506
7,/prefix/seq=59,9,Data Correction,2.089904195
6,,7,Current Resource,2.100000000
7,,9,Current Resource,2.100000000
8,,5,Current Resource,2.100000000
7,/prefix/seq=83,8,Data Processing,2.105816000
7,0.667130,8,Computation time,2.105816000
6,,7,Current Resource,2.120000000
7,,8,Current Resource,2.120000000
8,,5,Current Resource,2.120000000
7,/prefix/seq=84,7,Data Processing,2.130816000
7,0.709220,7,Computation time,2.130816000
6,,7,Current Resource,2.140000000
7,,7,Current Resource,2.140000000
8,,5,Current Resource,2.140000000
6,/prefix/seq=58,8,Data Correction,2.147966176
7,/prefix/seq=85,6,Data Processing,2.155816000
7,0.750299,6,Computation time,2.155816000
7,/prefix/seq=60,7,Data Correction,2.156458214
6,,8,Current Resource,2.160000000
7,,7,Current Resource,2.160000000
8,,5,Current Resource,2.160000000
6,,8,Current Resource,2.180000000
7,,7,Current Resource,2.180000000
8,,5,Current Resource,2.180000000
6,/prefix/seq=86,7,Data Processing,2.180816000
6,0.708936,7,Computation time,2.180816000
7,/prefix/seq=61,8,Data Correction,2.181661507
6,,7,Current Resource,2.200000000
7,,8,Current Resource,2.200000000
8,,5,Current Resource,2.200000000
6,/prefix/seq=87,6,Data Processing,2.205816000
6,0.750270,6,Computation time,2.205816000
6,/prefix/seq=62,7,Data Correction,2.206636183
6,,7,Current Resource,2.220000000
7,,8,Current Resource,2.220000000
8,,5,Current Resource,2.220000000
7,/prefix/seq=88,7,Data Processing,2.230816000
7,0.708662,7,Computation time,2.230816000
7,/prefix/seq=63,8,Data Correction,2.231508087
6,,7,Current Resource,2.240000000
7,,8,Current Resource,2.240000000
8,,5,Current Resource,2.240000000
6,/prefix/seq=89,6,Data Processing,2.255816000
6,0.750186,6,Computation time,2.255816000
6,,6,Current Resource,2.260000000
7,,8,Current Resource,2.260000000
8,,5,Current Resource,2.260000000
6,,6,Current Resource,2.280000000
7,,8,Current Resource,2.280000000
8,,5,Current Resource,2.280000000
7,/prefix/seq=90,7,Data Processing,2.280816000
7,0.708458,7,Computation time,2.280816000
6,/prefix/seq=65,7,Data Correction,2.281085373
7,/prefix/seq=64,8,Data Correction,2.298158236
6,,7,Current Resource,2.300000000
7,,8,Current Resource,2.300000000
8,,5,Current Resource,2.300000000
7,/prefix/seq=91,7,Data Processing,2.305816000
7,0.709204,7,Computation time,2.305816000
6,,7,Current Resource,2.320000000
7,,7,Current Resource,2.320000000
8,,5,Current Resource,2.320000000
7,/prefix/seq=92,6,Data Processing,2.330816000
7,0.750131,6,Computation time,2.330816000
7,/prefix/seq=67,7,Data Correction,2.331242711
6,,7,Current Resource,2.340000000
7,,7,Current Resource,2.340000000
8,,5,Current Resource,2.340000000
6,/prefix/seq=66,8,Data Correction,2.347585363
6,/prefix/seq=93,7,Data Processing,2.355816000
6,0.709178,7,Computation time,2.355816000
6,,7,Current Resource,2.360000000
7,,7,Current Resource,2.360000000
8,,5,Current Resource,2.360000000
6,,7,Current Resource,2.380000000
7,,7,Current Resource,2.380000000
8,,5,Current Resource,2.380000000
6,/prefix/seq=94,6,Data Processing,2.380816000
6,0.750663,6,Computation time,2.380816000
7,/prefix/seq=68,8,Data Correction,2.398001274
6,,6,Current Resource,2.400000000
7,,8,Current Resource,2.400000000
8,,5,Current Resource,2.400000000
6,/prefix/seq=95,5,Data Processing,2.405816000
6,0.792374,5,Computation time,2.405816000
6,,5,Current Resource,2.420000000
7,,8,Current Resource,2.420000000
8,,5,Current Resource,2.420000000
6,/prefix/seq=69,6,Data Correction,2.422809160
7,/prefix/seq=96,7,Data Processing,2.430816000
7,0.708548,7,Computation time,2.430816000
6,,6,Current Resource,2.440000000
7,,7,Current Resource,2.440000000
8,,5,Current Resource,2.440000000
7,/prefix/seq=70,8,Data Correction,2.447927796
7,/prefix/seq=97,7,Data Processing,2.455816000
7,0.708999,7,Computation time,2.455816000
6,/prefix/seq=72,7,Data Correction,2.456428888
6,,7,Current Resource,2.460000000
7,,7,Current Resource,2.460000000
8,,5,Current Resource,2.460000000
6,,7,Current Resource,2.480000000
7,,7,Current Resource,2.480000000
8,,5,Current Resource,2.480000000
7,/prefix/seq=98,6,Data Processing,2.480816000
7,0.750234,6,Computation time,2.480816000
6,,7,Current Resource,2.500000000
7,,6,Current Resource,2.500000000
8,,5,Current Resource,2.500000000
6,/prefix/seq=99,6,Data Processing,2.505816000
6,0.750633,6,Computation time,2.505816000
7,/prefix/seq=71,7,Data Correction,2.514804709
6,,6,Current Resource,2.520000000
7,,7,Current Resource,2.520000000
8,,5,Current Resource,2.520000000
6,/prefix/seq=73,7,Data Correction,2.522644332
7,/prefix/seq=100,6,Data Processing,2.530816000
7,0.750892,6,Computation time,2.530816000
6,,7,Current Resource,2.540000000
7,,6,Current Resource,2.540000000
8,,5,Current Resource,2.540000000
6,/prefix/seq=74,8,Data Correction,2.547800750
6,/prefix/seq=101,7,Data Processing,2.555816000
6,0.708912,7,Computation time,2.555816000
6,,7,Current Resource,2.560000000
7,,6,Current Resource,2.560000000
8,,5,Current Resource,2.560000000
6,,7,Current Resource,2.580000000
7,,6,Current Resource,2.580000000
8,,5,Current Resource,2.580000000
8,/prefix/seq=22,5,Expired,2.580816000
6,/prefix/seq=102,6,Data Processing,2.580816000
6,0.750389,6,Computation time,2.580816000
6,,6,Current Resource,2.600000000
7,,6,Current Resource,2.600000000
8,,5,Current Resource,2.600000000
6,/prefix/seq=103,5,Data Processing,2.605816000
6,0.792271,5,Computation time,2.605816000
6,/prefix/seq=75,6,Data Correction,2.614517123
6,,6,Current Resource,2.620000000
7,,6,Current Resource,2.620000000
8,,5,Current Resource,2.620000000
7,/prefix/seq=77,7,Data Correction,2.622838634
7,/prefix/seq=104,6,Data Processing,2.630816000
7,0.750640,6,Computation time,2.630816000
6,,6,Current Resource,2.640000000
7,,6,Current Resource,2.640000000
8,,5,Current Resource,2.640000000
7,/prefix/seq=78,7,Data Correction,2.648313358
7,/prefix/seq=105,6,Data Processing,2.655816000
7,0.750607,6,Computation time,2.655816000
6,,6,Current Resource,2.660000000
7,,6,Current Resource,2.660000000
8,,5,Current Resource,2.660000000
6,,6,Current Resource,2.680000000
7,,6,Current Resource,2.680000000
8,,5,Current Resource,2.680000000
7,/prefix/seq=106,5,Data Processing,2.680816000
7,0.792539,5,Computation time,2.680816000
6,/prefix/seq=76,7,Data Correction,2.681521681
6,/prefix/seq=80,8,Data Correction,2.697736039
6,,8,Current Resource,2.700000000
7,,5,Current Resource,2.700000000
8,,5,Current Resource,2.700000000
6,/prefix/seq=107,7,Data Processing,2.705816000
6,0.708779,7,Computation time,2.705816000
7,/prefix/seq=79,6,Data Correction,2.714925272
6,,7,Current Resource,2.720000000
